Brand,Product Name,Color,Product URL,Scraped Image URL
OakandFort,CARGO MINI SKIRT,Stone Blue,https://oakandfort.com/products/mini-cargo-skirt-sk-10652-w?variant=45300813562095,https://oakandfort.com/cdn/shop/files/Skirt-10652_Dusky_20Green-1.jpg?v=1721959712&width=540
