Brand,Product Name,Color,Product URL,Sizes,Standard Price,Sales Price
Sandro,SHIRT CARDIGAN,Black,https://us.sandro-paris.com/en/p/shirt-cardigan-/SFPCA00951_20.html,"FR 3 / L - Available, FR 4 / XL - Available",415.00,186.75
