Product Name,Color,Product URL,Unique Color ID, Swatch URL,Scraped Image URL
High Rise 90s Relaxed Jean,SUPER DARK SWATCH,https://www.abercrombie.com/shop/us/p/high-rise-90s-relaxed-jean-57178903?categoryId=12205&faceout=model&seq=03&afsource=social+proofing,S21P5R4A18K19,https://img.abercrombie.com/is/image/anf/KIC_155-4465-00606-275_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_155-4465-00606-275_prod1?policy=product-large
High Rise 90s Relaxed Jean,MEDIUM WITH MINI CUFF HEM SWATCH,https://www.abercrombie.com/shop/us/p/high-rise-90s-relaxed-jean-57178903?categoryId=12205&faceout=model&seq=03&afsource=social+proofing,M5D9U13W9T8,https://img.abercrombie.com/is/image/anf/KIC_155-4453-0355-278_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_155-4453-0355-278_prod1?policy=product-large
High Rise 90s Relaxed Jean,LIGHT WITH TONAL WAISTBAND SWATCH,https://www.abercrombie.com/shop/us/p/high-rise-90s-relaxed-jean-57178903?categoryId=12205&faceout=model&seq=03&afsource=social+proofing,L9G8T23I20H20,https://img.abercrombie.com/is/image/anf/KIC_155-4422-0435-280_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_155-4422-0435-280_prod1?policy=product-large
High Rise 90s Relaxed Jean,WASHED BLACK WITH RAW HEM SWATCH,https://www.abercrombie.com/shop/us/p/high-rise-90s-relaxed-jean-57178903?categoryId=12205&faceout=model&seq=03&afsource=social+proofing,W1S8E4B12A3,https://img.abercrombie.com/is/image/anf/KIC_155-4480-00555-977_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_155-4480-00555-977_prod1?policy=product-large
High Rise 90s Relaxed Jean,DARK SWATCH,https://www.abercrombie.com/shop/us/p/high-rise-90s-relaxed-jean-57178903?categoryId=12205&faceout=model&seq=03&afsource=social+proofing,D1R11S23A20C8,https://img.abercrombie.com/is/image/anf/KIC_155-4387-00452-276_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_155-4387-00452-276_prod1?policy=product-large
High Rise 90s Relaxed Jean,BLACK WITH CUFF HEM SWATCH,https://www.abercrombie.com/shop/us/p/high-rise-90s-relaxed-jean-57178903?categoryId=12205&faceout=model&seq=03&afsource=social+proofing,B12A3K23I20H3,https://img.abercrombie.com/is/image/anf/KIC_155-4285-0244-975_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_155-4285-0244-975_prod1?policy=product-large
Featherweight Rib Tuckable Baby Tee,LIGHT BROWN SWATCH,https://www.abercrombie.com/shop/us/p/featherweight-rib-tuckable-baby-tee-57713553?categoryId=12205&faceout=model&seq=03,L9G8T2R15W14,https://img.abercrombie.com/is/image/anf/KIC_139-4429-0064-420_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_139-4429-0064-420_prod1?policy=product-large
YPB neoKNIT Mini Crew,ONYX SWATCH,https://www.abercrombie.com/shop/us/p/ypb-neoknit-mini-crew-57710967?categoryId=12205&faceout=model&seq=06&afsource=social+proofing,O14Y24S23A20C8,https://img.abercrombie.com/is/image/anf/KIC_115-3157-0010-900_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_115-3157-0010-900_prod1?policy=product-large
Ponte Unitard Jumpsuit,BLACK SWATCH,https://www.abercrombie.com/shop/us/p/ponte-unitard-jumpsuit-58293360?categoryId=12205&faceout=model&seq=01,B12A3K19W1T3,https://img.abercrombie.com/is/image/anf/KIC_159-4161-0025-900_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_159-4161-0025-900_prod1?policy=product-large
YPB neoKNIT Mini Crew,SAND SWATCH,https://www.abercrombie.com/shop/us/p/ypb-neoknit-mini-crew-57710863?categoryId=12205&faceout=model&seq=08,S1N4S23A20C8,https://img.abercrombie.com/is/image/anf/KIC_115-3105-1059-401_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_115-3105-1059-401_prod1?policy=product-large
