Product Name,Color,Product URL,Unique Color ID, Scraped Available Sizes,Swatch Image URL,Scraped Image URL
Ribbed knit t-shirt,Blue,https://shop.mango.com/us/en/p/women/sweaters-and-cardigans/sweaters/ribbed--knit-t-shirt_77040340?c=52,B12U5, , https://shop.mango.com/assets/rcs/pics/static/T7/colv3/77040340_52_C.png?imwidth=10&imdensity=1&ts=1712576637219, https://shop.mango.com/assets/rcs/pics/static/T7/fotos/S/77040340_52_B.jpg?ts=1712576637219&im=SmartCrop,width=320,height=448&imdensity=1
Slit denim skirt,White,https://shop.mango.com/us/en/p/women/skirts/long/slit-denim-skirt_77070355?c=01,W8I20E, , null, https://shop.mango.com/assets/rcs/pics/static/T7/fotos/S/77070355_01_B.jpg?ts=1713519301705&im=SmartCrop,width=320,height=448&imdensity=1
Wool-blend jacket with belt,Grey,https://shop.mango.com/us/en/p/women/jackets/wool-blend-jacket-with-belt_67050682?c=92,G18E25, , https://shop.mango.com/assets/rcs/pics/static/T6/colv3/67050682_92_C.png?imwidth=10&imdensity=1&ts=1699457652443, https://shop.mango.com/assets/rcs/pics/static/T6/fotos/S/67050682_92_B.jpg?ts=1699457652443&im=SmartCrop,width=320,height=448&imdensity=1
Leather straps sandals,Leather,https://shop.mango.com/us/en/p/women/shoes/leather/leather-straps-sandals_77010292?c=CU,L5A20H5R, , https://shop.mango.com/assets/rcs/col_nrf_v3/214.png?imwidth=10&imdensity=1&ts=1, https://shop.mango.com/assets/rcs/pics/static/T7/fotos/S/77010292_CU_B.jpg?ts=1712311946166&im=SmartCrop,width=320,height=448&imdensity=1
Asymmetrical denim skirt,Medium Blue,https://shop.mango.com/us/en/p/women/skirts/midi/asymmetrical-denim-skirt_67059232?c=TM,M5D9U13B12U5, , null, https://shop.mango.com/assets/rcs/pics/static/T6/fotos/S/67059232_TM_B.jpg?ts=1713171860090&im=SmartCrop,width=320,height=448&imdensity=1
Belt long jumpsuit,Night Blue,https://shop.mango.com/us/en/p/women/dresses-and-jumpsuits/jumpsuits/belt-long-jumpsuit_77030334?c=57,N9G8T2L21E, , null, https://shop.mango.com/assets/rcs/pics/static/T7/fotos/S/77030334_57_B.jpg?ts=1716547057925&im=SmartCrop,width=320,height=448&imdensity=1
Oversized overshirt with pockets,Beige,https://shop.mango.com/us/en/p/women/jackets/oversized-overshirt-with-pockets_67097927?c=08,B5I7E, , null, https://shop.mango.com/assets/rcs/pics/static/T6/fotos/S/67097927_08_B.jpg?ts=1709714013625&im=SmartCrop,width=320,height=448&imdensity=1
Strappy heeled sandals,Silver,https://shop.mango.com/us/en/p/women/shoes/party/strappy-heeled-sandals_77040287?c=PL,S9L22E18, , null, https://shop.mango.com/assets/rcs/pics/static/T7/fotos/S/77040287_PL_B.jpg?ts=1715000675266&im=SmartCrop,width=320,height=448&imdensity=1
Knitted cropped cardigan,White,https://shop.mango.com/us/en/p/women/sweaters-and-cardigans/cardigans/knitted-cropped-cardigan_67058636?c=01&l=01,W8I20E, , null, null
Linen blazer with buttoned cuffs,Pastel Pink,https://shop.mango.com/us/en/p/women/blazers/plus-sizes/linen-blazer-with-buttoned-cuffs_67078654?c=81,P1S20E12P9N11, , https://shop.mango.com/assets/rcs/pics/static/T6/colv3/67078654_81_C.png?imwidth=10&imdensity=1&ts=1709903645822, https://shop.mango.com/assets/rcs/pics/static/T6/fotos/S/67078654_81_B.jpg?ts=1709903645822&im=SmartCrop,width=320,height=448&imdensity=1
