Product Name,Product URL,Scraped Image URL
KNOT HOOP EARRING,https://oakandfort.com/products/knot-hoop-earring_2?variant=45300456194287,https://oakandfort.com/cdn/shop/files/Ring-12448_Gold-3.jpg?v=1726225314&width=540
KNOT HOOP EARRING,https://oakandfort.com/products/knot-hoop-earring_2?variant=45300456259823,https://oakandfort.com/cdn/shop/files/Ring-12448_Silver-1.jpg?v=1721954010&width=540
DOUBLE LINK CHAIN NECKLACE,https://oakandfort.com/products/double-link-chain-necklace?variant=45300456194287,https://oakandfort.com/cdn/shop/files/Ring-12448_Gold-3.jpg?v=1726225314&width=540
DOUBLE LINK CHAIN NECKLACE,https://oakandfort.com/products/double-link-chain-necklace?variant=45300456259823,https://oakandfort.com/cdn/shop/files/Ring-12448_Silver-1.jpg?v=1721954010&width=540
SPORTY SUNGLASSES,https://oakandfort.com/products/sporty-sunglasses?variant=45300456259823,https://oakandfort.com/cdn/shop/files/Ring-12448_Silver-1.jpg?v=1721954010&width=540
SPORTY SUNGLASSES,https://oakandfort.com/products/sporty-sunglasses?variant=45437075947759,https://oakandfort.com/cdn/shop/files/Dress-12312_Black-1.jpg?v=1721973307&width=540
MATTE RING SET,https://oakandfort.com/products/matte-ring-set?variant=45300456194287,https://oakandfort.com/cdn/shop/files/Ring-12448_Gold-3.jpg?v=1726225314&width=540
MATTE RING SET,https://oakandfort.com/products/matte-ring-set?variant=45300456259823,https://oakandfort.com/cdn/shop/files/Ring-12448_Silver-1.jpg?v=1721954010&width=540
THREE NATURAL PEARL NECKLACE,https://oakandfort.com/products/three-natural-pearl-necklace?variant=45300456194287,https://oakandfort.com/cdn/shop/files/Ring-12448_Gold-3.jpg?v=1726225314&width=540
THREE NATURAL PEARL NECKLACE,https://oakandfort.com/products/three-natural-pearl-necklace?variant=45300456259823,https://oakandfort.com/cdn/shop/files/Ring-12448_Silver-1.jpg?v=1721954010&width=540
CONTRAST DETAIL LOW-RISE BIKINI BOTTOM,https://oakandfort.com/products/swim-bottom-sm-12112-w?variant=45624753553647,https://oakandfort.com/cdn/shop/files/Short-12241_Black_Cream-1.jpg?v=1721535667&width=540
CONTRAST DETAIL LOW-RISE BIKINI BOTTOM,https://oakandfort.com/products/swim-bottom-sm-12112-w?variant=45301530493167,https://oakandfort.com/cdn/shop/files/Swim-Bottom-12112_Black_20Cream-1.jpg?v=1721971899&width=540
CONTRAST DETAIL LOW-RISE BIKINI BOTTOM,https://oakandfort.com/products/swim-bottom-sm-12112-w?variant=45301530657007,https://oakandfort.com/cdn/shop/files/Swim-Bottom-12112_Vetiver_20Cream-12.jpg?v=1726226531&width=540
CROPPED SWEATER TANK,https://oakandfort.com/products/sweater-tank-sw-9916-w?variant=45437075947759,https://oakandfort.com/cdn/shop/files/Dress-12312_Black-1.jpg?v=1721973307&width=540
CROPPED SWEATER TANK,https://oakandfort.com/products/sweater-tank-sw-9916-w?variant=45301527478511,https://oakandfort.com/cdn/shop/files/Sweater-9916_Cream_20Black-1.jpg?v=1721971833&width=540
CROCHET KNIT SKIRT WITH WRAP BELT,https://oakandfort.com/products/low-waist-tie-skirt-sk-9906-w?variant=45300896530671,https://oakandfort.com/cdn/shop/files/Sweater-12281_Birch-6.jpg?v=1721962509&width=540
CROCHET KNIT SKIRT WITH WRAP BELT,https://oakandfort.com/products/low-waist-tie-skirt-sk-9906-w?variant=45437075947759,https://oakandfort.com/cdn/shop/files/Dress-12312_Black-1.jpg?v=1721973307&width=540
CROCHET KNIT SKIRT WITH WRAP BELT,https://oakandfort.com/products/low-waist-tie-skirt-sk-9906-w?variant=45437081518319,https://oakandfort.com/cdn/shop/files/Dress-12322_Cream-1.jpg?v=1721973403&width=540
CONTRAST DETAIL ONE PIECE SWIMSUIT,https://oakandfort.com/products/square-neck-one-piece-swimsuit-sm-11847-w?variant=45301527478511,https://oakandfort.com/cdn/shop/files/Sweater-9916_Cream_20Black-1.jpg?v=1721971833&width=540
CONTRAST DETAIL ONE PIECE SWIMSUIT,https://oakandfort.com/products/square-neck-one-piece-swimsuit-sm-11847-w?variant=45624753553647,https://oakandfort.com/cdn/shop/files/Short-12241_Black_Cream-1.jpg?v=1721535667&width=540
LONG CARGO DENIM SHORT,https://oakandfort.com/products/cargo-long-short-sh-11855-w?variant=45300625604847,https://oakandfort.com/cdn/shop/files/Blouse-12363_Vintage_20Blue-1.jpg?v=1721954361&width=540
ZIRCONIA PEARL DROP EARRING,https://oakandfort.com/products/zirconia-pearl-drop-earring?variant=45300456194287,https://oakandfort.com/cdn/shop/files/Ring-12448_Gold-3.jpg?v=1726225314&width=540
ZIRCONIA PEARL DROP EARRING,https://oakandfort.com/products/zirconia-pearl-drop-earring?variant=45300456259823,https://oakandfort.com/cdn/shop/files/Ring-12448_Silver-1.jpg?v=1721954010&width=540
DOTTED MESH TUBE TOP,https://oakandfort.com/products/dotted-mesh-tube-top-kt-12480-w?variant=45437075947759,https://oakandfort.com/cdn/shop/files/Dress-12312_Black-1.jpg?v=1721973307&width=540
DOTTED MESH TUBE TOP,https://oakandfort.com/products/dotted-mesh-tube-top-kt-12480-w?variant=45437081518319,https://oakandfort.com/cdn/shop/files/Dress-12322_Cream-1.jpg?v=1721973403&width=540
Patterned cotton shorts,https://us.maje.com/en/p/patterned-cotton-shorts/MFPSH00563_B046.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwd969781a/images/hi-res/Maje_MFPSH00563-B046_H_1.jpg?sw=720&sh=955
Long denim skirt,https://us.sandro-paris.com/en/p/long-denim-skirt/MFPJU01194_0201.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw01d60352/images/hi-res/Maje_MFPJU01194-0201_H_1.jpg?sw=720&sh=955
Fitted tweed jacket,https://us.sandro-paris.com/en/p/fitted-tweed-jacket/MFPBL00702_0101.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw4aabe8af/images/hi-res/Maje_MFPBL00702-0101_H_1.jpg?sw=720&sh=955
Knit cardigan,https://us.sandro-paris.com/en/p/knit-cardigan/MFPCA00488_2517.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwd1a77d94/images/hi-res/Maje_MFPCA00488-2517_H_1.jpg?sw=720&sh=955
Floral blouse,https://us.sandro-paris.com/en/p/floral-blouse/MFPTO00978_K032.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw416518fe/images/hi-res/Maje_MFPTO00978-K032_H_1.jpg?sw=720&sh=955
Short floral dress,https://us.sandro-paris.com/en/p/short-floral-dress/MFPRO03474_K032.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwf99012f7/images/hi-res/Maje_MFPRO03474-K032_H_1.jpg?sw=720&sh=955
Crochet trousers,https://us.sandro-paris.com/en/p/crochet-trousers/MFPPA00630_2517.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwfa25a9a9/images/hi-res/Maje_MFPPA00630-2517_H_1.jpg?sw=720&sh=955
Guipure crop top,https://us.sandro-paris.com/en/p/guipure-crop-top/MFPTO01011_2517.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwde9122d2/images/hi-res/Maje_MFPTO01011-2517_H_1.jpg?sw=720&sh=955
Cutaway maxi dress,https://us.sandro-paris.com/en/p/cutaway-maxi-dress/MFPRO03621_B046.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwee5a46a4/images/hi-res/Maje_MFPRO03621-B046_H_1.jpg?sw=720&sh=955
Blue ruffled dress,https://us.sandro-paris.com/en/p/blue-ruffled-dress/MFPRO02830_2507.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwe4c3ca00/images/hi-res/Maje_MFPRO02830-2507_H_1.jpg?sw=720&sh=955
Wide-leg jeans,https://us.sandro-paris.com/en/p/wide-leg-jeans/MFPJE00523_10.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw5c96a358/images/hi-res/Maje_MFPJE00523-10_H_1.jpg?sw=720&sh=955
Short tweed tie dress,https://us.sandro-paris.com/en/p/short-tweed-tie-dress/MFPRO03515_0101.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw0d121912/images/hi-res/Maje_MFPRO03515-0101_H_1.jpg?sw=720&sh=955
Short tweed dress with trim,https://us.sandro-paris.com/en/p/short-tweed-dress-with-trim/MFPRO03422_2517.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw2cdef7b9/images/hi-res/Maje_MFPRO03422-2517_H_1.jpg?sw=720&sh=955
Asymmetrical maxi dress,https://us.sandro-paris.com/en/p/asymmetrical-maxi-dress/MFPRO03537_O018.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwb1e47aa4/images/hi-res/Maje_MFPRO03537-O018_H_1.jpg?sw=720&sh=955
2-in-1 maxi dress,https://us.sandro-paris.com/en/p/2-in-1-maxi-dress/MFPRO03559_O018.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwa2c8c950/images/hi-res/Maje_MFPRO03559-O018_H_1.jpg?sw=720&sh=955
Crochet-knit maxi dress,https://us.sandro-paris.com/en/p/crochet-knit-maxi-dress/MFPRO02952_2517.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw2831563e/images/hi-res/Maje_MFPRO02952-2517_H_1.jpg?sw=720&sh=955
Jacket whool,https://us.sandro-paris.com/en/p/jacket-whool/MFPBL00636_2517.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwabd464bb/images/hi-res/Maje_MFPBL00636-2517_H_1.jpg?sw=720&sh=955
Tweed jacket,https://us.sandro-paris.com/en/p/tweed-jacket/MFPVE00531_0500.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw5fdf8a76/images/hi-res/Maje_MFPVE00531-0500_H_1.jpg?sw=720&sh=955
Leather shirt,https://us.sandro-paris.com/en/p/leather-shirt/MFPCM00504_2517.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw179c10c3/images/hi-res/Maje_MFPCM00504-2517_H_1.jpg?sw=720&sh=955
Short pleated dress,https://us.sandro-paris.com/en/p/short-pleated-dress/MFPRO03374_2517.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwf210e725/images/hi-res/Maje_MFPRO03374-2517_H_1.jpg?sw=720&sh=955
Short embroidered linen dress,https://us.sandro-paris.com/en/p/short-embroidered-linen-dress/MFPRO03330_2517.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwa4396dac/images/hi-res/Maje_MFPRO03330-2517_H_1.jpg?sw=720&sh=955
Openwork linen shorts with rivets,https://us.sandro-paris.com/en/p/openwork-linen-shorts-with-rivets/MFPSH00521_2517.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwf7cf65e7/images/hi-res/Maje_MFPSH00521-2517_H_1.jpg?sw=720&sh=955
Asymmetric satin-effect maxi dress,https://us.sandro-paris.com/en/p/asymmetric-satin-effect-maxi-dress/MFPRO03563_0201.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwd9460b05/images/hi-res/Maje_MFPRO03563-0201_H_1.jpg?sw=720&sh=955
Tie-dye knit maxi dress,https://us.sandro-paris.com/en/p/tie-dye-knit-maxi-dress/MFPRO03578_0103.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw0cb55ff7/images/hi-res/Maje_MFPRO03578-0103_F_1.jpg?sw=720&sh=955
Crochet Clovers shirt,https://us.sandro-paris.com/en/p/crochet-clovers-shirt/MFPCM00567_2517.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwb753e04c/images/hi-res/Maje_MFPCM00567-2517_H_1.jpg?sw=720&sh=955
Wide-leg crochet trousers,https://us.sandro-paris.com/en/p/wide-leg-crochet-trousers/MFPPA00623_2517.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwcd4af71f/images/hi-res/Maje_MFPPA00623-2517_H_1.jpg?sw=720&sh=955
Short embroidered tunic dress,https://us.sandro-paris.com/en/p/short-embroidered-tunic-dress/MFPRO03656_2517.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwdd0f5806/images/hi-res/Maje_MFPRO03656-2517_H_1.jpg?sw=720&sh=955
Floral print maxi skirt,https://us.sandro-paris.com/en/p/floral-print-maxi-skirt/MFPJU01249_B046.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwe8df0a85/images/hi-res/Maje_MFPJU01249-B046_H_1.jpg?sw=720&sh=955
Patterned cropped shirt,https://us.sandro-paris.com/en/p/patterned-cropped-shirt/MFPCM00557_B046.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw5b4b53f2/images/hi-res/Maje_MFPCM00557-B046_H_1.jpg?sw=720&sh=955
Short full dress,https://us.sandro-paris.com/en/p/short-full-dress/MFPRO03564_0101.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwcd3c0973/images/hi-res/Maje_MFPRO03564-0101_H_1.jpg?sw=720&sh=955
Tweed top,https://us.sandro-paris.com/en/p/tweed-top/MFPTO00996_0101.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw0f49568b/images/hi-res/Maje_MFPTO00996-0101_H_1.jpg?sw=720&sh=955
Mid-length satin-effect skirt,https://us.sandro-paris.com/en/p/mid-length-satin-effect-skirt/MFPJU01264_D042.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwb0938409/images/hi-res/Maje_MFPJU01264-D042_H_1.jpg?sw=720&sh=955
Embroidered jeans,https://us.sandro-paris.com/en/p/embroidered-jeans/MFPJE00585_0201.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwe42e6079/images/hi-res/Maje_MFPJE00585-0201_H_1.jpg?sw=720&sh=955
Short terry knit dress,https://us.sandro-paris.com/en/p/short-terry-knit-dress/MFPRO03435_0101.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw29601d03/images/hi-res/Maje_MFPRO03435-0101_H_1.jpg?sw=720&sh=955
Terry knit skirt,https://us.sandro-paris.com/en/p/terry-knit-skirt/MFPJU01185_0101.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw46c30fd3/images/hi-res/Maje_MFPJU01185-0101_H_1.jpg?sw=720&sh=955
Terry knit cardigan,https://us.sandro-paris.com/en/p/terry-knit-cardigan/MFPCA00483_0101.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw26130491/images/hi-res/Maje_MFPCA00483-0101_H_1.jpg?sw=720&sh=955
Sequin knit cardigan,https://us.sandro-paris.com/en/p/sequin-knit-cardigan/MFPCA00486_0201.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw103cf145/images/hi-res/Maje_MFPCA00486-0201_H_1.jpg?sw=720&sh=955
Herringbone knit maxi dress,https://us.sandro-paris.com/en/p/herringbone-knit-maxi-dress/MFPRO03556_0515.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw884a9e69/images/hi-res/Maje_MFPRO03556-0515_H_1.jpg?sw=720&sh=955
Striped shirt dress,https://us.sandro-paris.com/en/p/striped-shirt-dress/MFPRO03582_L009.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw2c30690c/images/hi-res/Maje_MFPRO03582-L009_H_1.jpg?sw=720&sh=955
Short shirt dress,https://us.sandro-paris.com/en/p/short-shirt-dress/MFPRO03336_0201.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw33208a00/images/hi-res/Maje_MFPRO03336-0201_H_1.jpg?sw=720&sh=955
Tweed-look knit cardigan,https://us.sandro-paris.com/en/p/tweed-look-knit-cardigan/MFPCA00480_0500.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwe4c8f830/images/hi-res/Maje_MFPCA00480-0500_H_1.jpg?sw=720&sh=955
Rhinestone T-shirt,https://us.sandro-paris.com/en/p/rhinestone-t-shirt/MFPTS00840_10.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw2fa54e70/images/hi-res/Maje_MFPTS00840-10_H_1.jpg?sw=720&sh=955
Rhinestone denim shorts,https://us.sandro-paris.com/en/p/rhinestone-denim-shorts/MFPSH00547_10.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw268ddcee/images/hi-res/Maje_MFPSH00547-10_H_1.jpg?sw=720&sh=955
Knit cardigan,https://us.sandro-paris.com/en/p/knit-cardigan/MFPCA00488_0101.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw31de5225/images/hi-res/Maje_MFPCA00488-0101_H_1.jpg?sw=720&sh=955
Short tweed jacket,https://us.sandro-paris.com/en/p/short-tweed-jacket/MFPBL00718_0515.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw8cc4b912/images/hi-res/Maje_MFPBL00718-0515_H_1.jpg?sw=720&sh=955
Short tweed dress,https://us.sandro-paris.com/en/p/short-tweed-dress/MFPRO03544_0515.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw1e1e070c/images/hi-res/Maje_MFPRO03544-0515_H_1.jpg?sw=720&sh=955
Asymmetrical tweed miniskirt,https://us.sandro-paris.com/en/p/asymmetrical-tweed-miniskirt/MFPJU01208_0515.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw8cc7f3ea/images/hi-res/Maje_MFPJU01208-0515_H_1.jpg?sw=720&sh=955
Maje 1998 T-shirt,https://us.sandro-paris.com/en/p/maje-1998-t-shirt/MFPTS00815_10.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw395d1b03/images/hi-res/Maje_MFPTS00815-10_H_1.jpg?sw=720&sh=955
Rhinestone T-shirt,https://us.sandro-paris.com/en/p/rhinestone-t-shirt/MFPTS00832_2507.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw6f40cfac/images/hi-res/Maje_MFPTS00832-2507_H_1.jpg?sw=720&sh=955
Three-tone crochet dress,https://us.sandro-paris.com/en/p/three-tone-crochet-dress/MFPRO03574_0201.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwb3111112/images/hi-res/Maje_MFPRO03574-0201_H_1.jpg?sw=720&sh=955
Three-tone crochet top,https://us.sandro-paris.com/en/p/three-tone-crochet-top/MFPTO01002_0201.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw53606363/images/hi-res/Maje_MFPTO01002-0201_H_1.jpg?sw=720&sh=955
Three-tone crochet shorts,https://us.sandro-paris.com/en/p/three-tone-crochet-shorts/MFPSH00565_0201.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw6dda5b60/images/hi-res/Maje_MFPSH00565-0201_H_1.jpg?sw=720&sh=955
Tweed crop top,https://us.sandro-paris.com/en/p/tweed-crop-top/MFPVE00548_0101.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw267dda00/images/hi-res/Maje_MFPVE00548-0101_H_1.jpg?sw=720&sh=955
Crochet-knit shorts,https://us.sandro-paris.com/en/p/crochet-knit-shorts/MFPSH00551_0101.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw1537f649/images/hi-res/Maje_MFPSH00551-0101_H_1.jpg?sw=720&sh=955
Patterned linen wrap dress,https://us.sandro-paris.com/en/p/patterned-linen-wrap-dress/MFPRO03706_F046.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw85ebd383/images/hi-res/Maje_MFPRO03706-F046_H_1.jpg?sw=720&sh=955
Patterned ruffled crop top,https://us.sandro-paris.com/en/p/patterned-ruffled-crop-top/MFPTO01014_F046.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw1ec4a985/images/hi-res/Maje_MFPTO01014-F046_H_1.jpg?sw=720&sh=955
Short embroidered skirt,https://us.sandro-paris.com/en/p/short-embroidered-skirt/MFPJU01255_10.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw2f5a3434/images/hi-res/Maje_MFPJU01255-10_H_1.jpg?sw=720&sh=955
Cutaway silk maxi dress,https://us.sandro-paris.com/en/p/cutaway-silk-maxi-dress/MFPRO03642_F045.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw89f04f12/images/hi-res/Maje_MFPRO03642-F045_H_1.jpg?sw=720&sh=955
Long stripy shirt,https://us.sandro-paris.com/en/p/long-stripy-shirt/MFPCM00532_0183.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw6598410a/images/hi-res/Maje_MFPCM00532-0183_H_1.jpg?sw=720&sh=955
Tweed playsuit with rhinestones,https://us.sandro-paris.com/en/p/tweed-playsuit-with-rhinestones/MFPCO00317_0856.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwf8481df9/images/hi-res/Maje_MFPCO00317-0856_H_1.jpg?sw=720&sh=955
Asymmetrical top,https://us.sandro-paris.com/en/p/asymmetrical-top/MFPTO01020_10.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dweb226513/images/hi-res/Maje_MFPTO01020-10_H_1.jpg?sw=720&sh=955
Satin-look maxi dress,https://us.sandro-paris.com/en/p/satin-look-maxi-dress/MFPRO03466_0183.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw867d7d77/images/hi-res/Maje_MFPRO03466-0183_H_1.jpg?sw=720&sh=955
Silk shirt,https://us.sandro-paris.com/en/p/silk-shirt/MFPCM00562_F045.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwbba0db88/images/hi-res/Maje_MFPCM00562-F045_H_1.jpg?sw=720&sh=955
Silk trousers,https://us.sandro-paris.com/en/p/silk-trousers/MFPPA00631_F045.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw427fbf9e/images/hi-res/Maje_MFPPA00631-F045_H_1.jpg?sw=720&sh=955
Backless dress,https://us.sandro-paris.com/en/p/backless-dress/MFPRO03651_10.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwaa29fb9e/images/hi-res/Maje_MFPRO03651-10_H_1.jpg?sw=720&sh=955
Jacquard skirt-effect shorts,https://us.sandro-paris.com/en/p/jacquard-skirt-effect-shorts/MFPSH00529_0183.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw44ffb6b5/images/hi-res/Maje_MFPSH00529-0183_H_1.jpg?sw=720&sh=955
Ramie cropped shirt,https://us.sandro-paris.com/en/p/ramie-cropped-shirt/MFPCM00535_0183.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw501ad218/images/hi-res/Maje_MFPCM00535-0183_H_1.jpg?sw=720&sh=955
Jacquard knit skirt,https://us.sandro-paris.com/en/p/jacquard-knit-skirt/MFPJU01135_0856.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwe4499d92/images/hi-res/Maje_MFPJU01135-0856_H_1.jpg?sw=720&sh=955
Denim and tweed cropped jacket,https://us.sandro-paris.com/en/p/denim-and-tweed-cropped-jacket/MFPBL00687_F024.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw46c50564/images/hi-res/Maje_MFPBL00687-F024_H_1.jpg?sw=720&sh=955
Crochet-knit maxi dress,https://us.sandro-paris.com/en/p/crochet-knit-maxi-dress/MFPRO03609_10.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw3ae67445/images/hi-res/Maje_MFPRO03609-10_H_1.jpg?sw=720&sh=955
Wide-leg tweed trousers,https://us.sandro-paris.com/en/p/wide-leg-tweed-trousers/MFPPA00582_F017.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw37ab952a/images/hi-res/Maje_MFPPA00582-F017_H_1.jpg?sw=720&sh=955
Short tweed jacket,https://us.sandro-paris.com/en/p/short-tweed-jacket/MFPVE00516_F017.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw1b824d1c/images/hi-res/Maje_MFPVE00516-F017_H_1.jpg?sw=720&sh=955
Satin-look patterned maxi dress,https://us.sandro-paris.com/en/p/satin-look-patterned-maxi-dress/MFPRO03465_F043.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw55310f75/images/hi-res/Maje_MFPRO03465-F043_H_1.jpg?sw=720&sh=955
Cropped knit jumper with drawstring,https://us.sandro-paris.com/en/p/cropped-knit-jumper-with-drawstring/MFPPU00766_0856.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwff57df5d/images/hi-res/Maje_MFPPU00766-0856_H_1.jpg?sw=720&sh=955
Dual-material print T-shirt,https://us.sandro-paris.com/en/p/dual-material-print-t-shirt/MFPTS00882_M005.html,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwcc428396/images/hi-res/Maje_MFPTS00882-M005_H_1.jpg?sw=720&sh=955
