title,price,image_url,link_url
"
                                    Cecilia Butterfly Tank Top                                ",$69.00,https://us.zadig-et-voltaire.com/static/version1675168864/frontend/OneRockwell/boilerplate/en_US/images/pixel.gif,https://us.zadig-et-voltaire.com/tank-top-women-cecilia-butterfly-tank-top-jwtt00226.html
"
                                    Sanchi Amour Wings Sweatshirt                                ",$124.00,https://us.zadig-et-voltaire.com/static/version1675168864/frontend/OneRockwell/boilerplate/en_US/images/pixel.gif,https://us.zadig-et-voltaire.com/sweatshirt-women-sanchi-amour-wings-sweatshirt-jwss00186.html
"
                                    Cecilia Butterfly Tank Top                                ",$69.00,https://us.zadig-et-voltaire.com/static/version1675168864/frontend/OneRockwell/boilerplate/en_US/images/pixel.gif,https://us.zadig-et-voltaire.com/tank-top-women-cecilia-butterfly-tank-top-jwtt00226.html
"
                                    Tommy Amour Wings T-shirt                                ",$59.00,https://us.zadig-et-voltaire.com/static/version1675168864/frontend/OneRockwell/boilerplate/en_US/images/pixel.gif,https://us.zadig-et-voltaire.com/t-shirt-women-tommy-amour-wings-t-shirt-jwts00522.html
"
                                    Zoe Amour Wings T-shirt                                ",$69.00,https://us.zadig-et-voltaire.com/static/version1675168864/frontend/OneRockwell/boilerplate/en_US/images/pixel.gif,https://us.zadig-et-voltaire.com/t-shirt-women-zoe-amour-wings-t-shirt-jwts00094.html
"
                                    Tommy Amour Wings T-shirt                                ",$64.00,https://us.zadig-et-voltaire.com/static/version1675168864/frontend/OneRockwell/boilerplate/en_US/images/pixel.gif,https://us.zadig-et-voltaire.com/t-shirt-women-tommy-amour-wings-t-shirt-jwts00516.html
"
                                    Jocky Tiger Skirt                                ",$149.00,https://us.zadig-et-voltaire.com/static/version1675168864/frontend/OneRockwell/boilerplate/en_US/images/pixel.gif,https://us.zadig-et-voltaire.com/skirt-women-jocky-tiger-skirt--wwsk00306.html
"
                                    Band of Sisters Storm Shorts                                ",$149.00,https://us.zadig-et-voltaire.com/static/version1675168864/frontend/OneRockwell/boilerplate/en_US/images/pixel.gif,https://us.zadig-et-voltaire.com/shorts-women-band-of-sisters-storm-shorts-wwbs00015.html
"
                                    Pilote Canvas Pants                                ",$149.00,https://us.zadig-et-voltaire.com/static/version1675168864/frontend/OneRockwell/boilerplate/en_US/images/pixel.gif,https://us.zadig-et-voltaire.com/pants-women-pilote-canvas-pants--wwpa00725.html
"
                                    Pomy Pants                                ",$174.00,https://us.zadig-et-voltaire.com/static/version1675168864/frontend/OneRockwell/boilerplate/en_US/images/pixel.gif,https://us.zadig-et-voltaire.com/pants-women-pomy-trousers-wwpa00017.html
"
                                    Parfait Creased Suede Trousers                                 ",$599.00,https://us.zadig-et-voltaire.com/static/version1675168864/frontend/OneRockwell/boilerplate/en_US/images/pixel.gif,https://us.zadig-et-voltaire.com/pants-women-parfait-creased-suede-trousers-rwpa00067.html
"
                                    Steevy Sweatpants                                ",$124.00,https://us.zadig-et-voltaire.com/static/version1675168864/frontend/OneRockwell/boilerplate/en_US/images/pixel.gif,https://us.zadig-et-voltaire.com/pants-women-steevy-sweatpants-jwpa00001.html
"
                                    Steevy Pants Cashmere                                ",$249.00,https://us.zadig-et-voltaire.com/static/version1675168864/frontend/OneRockwell/boilerplate/en_US/images/pixel.gif,https://us.zadig-et-voltaire.com/pants-women-steevy-pants--kwpa00003.html
"
                                    Bowi T-shirt                                ",$49.00,https://us.zadig-et-voltaire.com/static/version1675168864/frontend/OneRockwell/boilerplate/en_US/images/pixel.gif,https://us.zadig-et-voltaire.com/t-shirt-women-bowi-t-shirt-skts1809f.html
"
                                    Jeudie Skirt                                ",$189.00,https://us.zadig-et-voltaire.com/static/version1675168864/frontend/OneRockwell/boilerplate/en_US/images/pixel.gif,https://us.zadig-et-voltaire.com/skirt-women-jeudie-skirt-wkcp0306f.html
"
                                    Steevy Trackpants                                ",$124.00,https://us.zadig-et-voltaire.com/static/version1675168864/frontend/OneRockwell/boilerplate/en_US/images/pixel.gif,https://us.zadig-et-voltaire.com/pants-women-steevy-cotton-sweatpants-wkts0102f.html
"
                                    Mamma Denim Jeans                                ",$114.00,https://us.zadig-et-voltaire.com/static/version1675168864/frontend/OneRockwell/boilerplate/en_US/images/pixel.gif,https://us.zadig-et-voltaire.com/jeans-women-mamma-denim-jeans-skcd3002f.html
"
                                    Jean Poete                                 ",$119.00,https://us.zadig-et-voltaire.com/static/version1675168864/frontend/OneRockwell/boilerplate/en_US/images/pixel.gif,https://us.zadig-et-voltaire.com/jeans-women-jean-poete--wkcd3003f.html
"
                                    Venus Diamanté Flower Blazer                                ",,https://us.zadig-et-voltaire.com/static/version1675168864/frontend/OneRockwell/boilerplate/en_US/images/pixel.gif,https://us.zadig-et-voltaire.com/blazer-women-venus-diamante-flower-blazer--wwbl00764.html
"
                                    Visko Jac Leo Blazer                                 ",,https://us.zadig-et-voltaire.com/static/version1675168864/frontend/OneRockwell/boilerplate/en_US/images/pixel.gif,https://us.zadig-et-voltaire.com/blazer-women-visko-jac-leo-blazer--wkca0210f.html
"
                                    Date Gabardine Blazer                                 ",,https://us.zadig-et-voltaire.com/static/version1675168864/frontend/OneRockwell/boilerplate/en_US/images/pixel.gif,https://us.zadig-et-voltaire.com/blazer-women-date-gabardine-blazer--wkct0201f.html
"
                                    Malta Sweater                                ",,https://us.zadig-et-voltaire.com/static/version1675168864/frontend/OneRockwell/boilerplate/en_US/images/pixel.gif,https://us.zadig-et-voltaire.com/sweater-women-malta-sweater--kwsw01440.html
"
                                    Markus Tiger Cashmere Sweater                                ",,https://us.zadig-et-voltaire.com/static/version1675168864/frontend/OneRockwell/boilerplate/en_US/images/pixel.gif,https://us.zadig-et-voltaire.com/sweater-women-markus-tiger-cashmere-sweater-kwsw01461.html
"
                                    Christy Camisole                                ",,https://us.zadig-et-voltaire.com/static/version1675168864/frontend/OneRockwell/boilerplate/en_US/images/pixel.gif,https://us.zadig-et-voltaire.com/camisole-women-christy-camisole-wwcr00190.html
"
                                    June Skirt                                ",$196.80,https://us.zadig-et-voltaire.com/static/version1675168864/frontend/OneRockwell/boilerplate/en_US/images/pixel.gif,https://us.zadig-et-voltaire.com/skirt-women-june-skirt--wwsk00312.html
"
                                    Joslin Skirt                                ",,https://us.zadig-et-voltaire.com/static/version1675168864/frontend/OneRockwell/boilerplate/en_US/images/pixel.gif,https://us.zadig-et-voltaire.com/skirt-women-joslin-skirt--wwsk00316.html
"
                                    Rixe Crinkled Leather Dress                                ",,https://us.zadig-et-voltaire.com/static/version1675168864/frontend/OneRockwell/boilerplate/en_US/images/pixel.gif,https://us.zadig-et-voltaire.com/dress-women-rixe-creased-leather-dress--rwdr00022.html
"
                                    Ranage Jac Chain Dress                                ",,https://us.zadig-et-voltaire.com/static/version1675168864/frontend/OneRockwell/boilerplate/en_US/images/pixel.gif,https://us.zadig-et-voltaire.com/dress-women-ranage-jac-chain-dress-wwdr01166.html
"
                                    Roberts Jac Chain Dress                                ",,https://us.zadig-et-voltaire.com/static/version1675168864/frontend/OneRockwell/boilerplate/en_US/images/pixel.gif,https://us.zadig-et-voltaire.com/dress-women-roberts-jac-chain-dress-wwdr01165.html
"
                                    Mixed Print Rocade Dress                                 ",,https://us.zadig-et-voltaire.com/static/version1675168864/frontend/OneRockwell/boilerplate/en_US/images/pixel.gif,https://us.zadig-et-voltaire.com/dress-women-mixed-print-rocade-dress--wwdr00062.html
"
                                    Risty Boho Dress                                ",,https://us.zadig-et-voltaire.com/static/version1675168864/frontend/OneRockwell/boilerplate/en_US/images/pixel.gif,https://us.zadig-et-voltaire.com/dress-women-risty-boho-dress--wwdr01181.html
"
                                    Risty Soft Diamanté Stars Dress                                ",,https://us.zadig-et-voltaire.com/static/version1675168864/frontend/OneRockwell/boilerplate/en_US/images/pixel.gif,https://us.zadig-et-voltaire.com/dress-women-risty-soft-diamante-stars-dress-wwdr01163.html
"
                                    Rosy Cashmere Sweater                                 ",,https://us.zadig-et-voltaire.com/static/version1675168864/frontend/OneRockwell/boilerplate/en_US/images/pixel.gif,https://us.zadig-et-voltaire.com/sweater-women-rosy-cashmere-sweater--kwsw01447.html
"
                                    Danna Sweater                                 ",,https://us.zadig-et-voltaire.com/static/version1675168864/frontend/OneRockwell/boilerplate/en_US/images/pixel.gif,https://us.zadig-et-voltaire.com/sweater-women-danna-jumper--kwsw00013.html
"
                                    Indiany Cashmere Cardigan                                ",,https://us.zadig-et-voltaire.com/static/version1675168864/frontend/OneRockwell/boilerplate/en_US/images/pixel.gif,https://us.zadig-et-voltaire.com/coat-women-indiany-cashmere-cardigan--kwca00504.html
"
                                    Manon Coat                                ",,https://us.zadig-et-voltaire.com/static/version1675168864/frontend/OneRockwell/boilerplate/en_US/images/pixel.gif,https://us.zadig-et-voltaire.com/coat-women-manon-cashmere-coat--wwco00185.html
"
                                    Spencer Cheval Strass Sweatshirt                                ",$164.00,https://us.zadig-et-voltaire.com/static/version1675168864/frontend/OneRockwell/boilerplate/en_US/images/pixel.gif,https://us.zadig-et-voltaire.com/sweatshirt-women-spencer-cheval-strass-sweatshirt-jwss00472.html
"
                                    Zoe Skull Flowers T-Shirt                                ",,https://us.zadig-et-voltaire.com/static/version1675168864/frontend/OneRockwell/boilerplate/en_US/images/pixel.gif,https://us.zadig-et-voltaire.com/t-shirt-women-zoe-skull-flowers-t-shirt-jwts01442.html
"
                                    Walk Amour T-Shirt                                 ",,https://us.zadig-et-voltaire.com/static/version1675168864/frontend/OneRockwell/boilerplate/en_US/images/pixel.gif,https://us.zadig-et-voltaire.com/t-shirt-women-walk-amour-t-shirt--jwts00036.html
"
                                    Skinny L'amour Est Déclaré T-shirt                                ",$59.00,https://us.zadig-et-voltaire.com/static/version1675168864/frontend/OneRockwell/boilerplate/en_US/images/pixel.gif,https://us.zadig-et-voltaire.com/t-shirt-women-skinny-l-amour-est-declare-t-shirt-jwts01428.html
"
                                    Jenny Horses Silk Skirt                                ",,https://us.zadig-et-voltaire.com/static/version1675168864/frontend/OneRockwell/boilerplate/en_US/images/pixel.gif,https://us.zadig-et-voltaire.com/skirt-women-jenny-horses-silk-skirt--wwsk00311.html
"
                                    Cici Patch Cashmere Sweater                                ",,https://us.zadig-et-voltaire.com/static/version1675168864/frontend/OneRockwell/boilerplate/en_US/images/pixel.gif,https://us.zadig-et-voltaire.com/sweater-women-cici-patch-cashmere-jumper-kwsw00043.html
"
                                    Mikel Suede Jacket                                ",,https://us.zadig-et-voltaire.com/static/version1675168864/frontend/OneRockwell/boilerplate/en_US/images/pixel.gif,https://us.zadig-et-voltaire.com/coat-women-mikel-suede-jacket--rwco00025.html
"
                                    Tigy Cotton Twill Blouse                                ",,https://us.zadig-et-voltaire.com/static/version1675168864/frontend/OneRockwell/boilerplate/en_US/images/pixel.gif,https://us.zadig-et-voltaire.com/shirt-women-tigy-cotton-twill-blouse--wwsh00459.html
"
                                    Tais Shirt                                ",$174.00,https://us.zadig-et-voltaire.com/static/version1675168864/frontend/OneRockwell/boilerplate/en_US/images/pixel.gif,https://us.zadig-et-voltaire.com/shirt-women-tais-shirt-wwsh00461.html
"
                                    Story Fishnet ZV Wings T-shirt                                 ",,https://us.zadig-et-voltaire.com/static/version1675168864/frontend/OneRockwell/boilerplate/en_US/images/pixel.gif,https://us.zadig-et-voltaire.com/t-shirt-women-story-fishnet-zv-wings-t-shirt--jwts01446.html
"
                                    Atia Dots Linen T-shirt                                ",,https://us.zadig-et-voltaire.com/static/version1675168864/frontend/OneRockwell/boilerplate/en_US/images/pixel.gif,https://us.zadig-et-voltaire.com/t-shirt-women-atia-dots-linen-t-shirt-jwts01437.html
"
                                    Hippie Velvet Pants                                ",,https://us.zadig-et-voltaire.com/static/version1675168864/frontend/OneRockwell/boilerplate/en_US/images/pixel.gif,https://us.zadig-et-voltaire.com/pants-women-hippie-velvet-pants-wwpa00729.html
